feed_title,entry_title,entry_link,entry_published_date,entry_summary,entry_content
www.espn.com - TOP,Let's preview all 12 remaining games,https://www.espn.com/nfl/story/_/page/nflviewguide-42623638/nfl-week-13-picks-schedule-fantasy-football-odds-injuries-stats-2024,"Sat, 30 Nov 2024 09:37:09 EST","Which teams will win, who are the X factors and which storylines matter most?",Failed to fetch content
www.espn.com - TOP,Timeline of 13 years of pettiness since Texas and Texas A&M last played,https://www.espn.com/college-football/story/_/id/42621954/texas-longhorns-texas-aggies-rivalry-13-years-petty-line,"Sat, 30 Nov 2024 16:11:22 EST","They haven't met in more than a decade, but the rivals never missed a chance to take a shot at each other.",Failed to fetch content
www.espn.com - TOP,"NBA Cup updates: Who can clinch, what's at stake",https://www.espn.com/nba/story/_/id/40544747/2024-nba-season-tournament-format-schedule-groups,"Sat, 30 Nov 2024 15:04:38 EST","WIth the NBA Cup group phase wrapping up on Tuesday, numerous teams are still fighting for a quarterfinal spot.",Failed to fetch content
www.espn.com - TOP,Roundtable: Biggest surprises and disappointments in group play,https://www.espn.com/nba/story/_/id/42647840/2024-nba-cup-group-play-biggest-questions-surprises-disappointment,"Sat, 30 Nov 2024 15:46:18 EST",Our NBA insiders examine the performances so far in 2024 NBA Cup group play.,Failed to fetch content
www.espn.com - TOP,A case for the running back: Saquon Barkley and Derrick Henry proving they're worth the investment,https://www.espn.com/nfl/story/_/id/42669481/baltimore-ravens-philadelphia-eagles-saquon-barkley-derrick-henry-week-13,"Sat, 30 Nov 2024 15:41:28 EST",Barkley and Henry have proved well worth the money the Eagles and Ravens invested into the running back position during the offseason.,Failed to fetch content
www.espn.com - TOP,"Arsenal thump West Ham in chaotic, great showcase for Premier League",https://www.espn.com/soccer/story/_/id/42624881/arsenal-rout-west-ham-saka-odegaard-impress-premier-league-chaos,"Sat, 30 Nov 2024 17:06:03 EST","It's hard to take too many lessons from Arsenal's 5-2 win at West Ham. Ultimately, it was a game that showed the best of the Gunners and of the Premier League.",Failed to fetch content
www.espn.com - TOP,Hayes on Albert boos: Fans entitled to opinions,https://www.espn.com/soccer/story/_/id/42701227/emma-hayes-korbin-albert-boos-fans-entitled-opinions,"Sat, 30 Nov 2024 17:35:55 EST","USWNT head coach Emma Hayes said fans are ""entitled to their opinions"" after Korbin Albert was booed following her substitution in Saturday's draw with England.",Failed to fetch content
www.espn.com - TOP,Arteta: 7-goal first half in win vs West Ham 'crazy',https://www.espn.com/soccer/story/_/id/42701484/mikel-arteta-arsenal-5-2-win-west-ham-was-crazy,"Sat, 30 Nov 2024 17:35:56 EST","Mikel Arteta has described the first half of Arsenal's 5-2 win over West Ham as ""crazy"" after all seven goals were scored in the first 45 minutes of the game.",Failed to fetch content
www.espn.com - TOP,Kane to have scan after injury in 'Klassiker',https://www.espn.com/soccer/story/_/id/42699050/bayern-munich-harry-kane-suffers-injury-klassiker,"Sat, 30 Nov 2024 17:35:55 EST",Bayern Munich striker Harry Kane is doubtful for their German Cup match next week after picking up an injury in their 1-1 draw at Borussia Dortmund.,Failed to fetch content
www.espn.com - TOP,Barcelona 'disconnect' affecting form - Flick,https://www.espn.com/soccer/story/_/id/42698079/barcelona-players-disconnect-affecting-form-hansi-flick,"Sat, 30 Nov 2024 17:35:56 EST",Barcelona coach Hansi Flick feels a disconnect between defence and attack is affecting his team after their winless run in LaLiga stretched to three games.,Failed to fetch content
www.espn.com - TOP,Kluivert is first player to score hat trick of PL pens,https://www.espn.com/soccer/story/_/id/42697292/justin-kluivert-scores-three-penalties-premier-league-game-first,"Sat, 30 Nov 2024 17:35:55 EST",Justin Kluivert became the first player to score a hat trick of penalties in a Premier League match in Bournemouth's win over Wolves on Saturday.,Failed to fetch content
www.espn.com - TOP,Saudi Arabia set to host winter World Cup in 2034,https://www.espn.com/soccer/story/_/id/42691282/saudi-arabia-set-host-winter-world-cup-2034,"Sat, 30 Nov 2024 17:35:56 EST","Saudi Arabia is set to stage a winter World Cup in 2034 after a FIFA evaluation report highlighted the likelihood of the competition being played ""between October-April.""",Failed to fetch content
www.espn.com - TOP,Toronto starts coach search as Herdman resigns,https://www.espn.com/soccer/story/_/id/42698662/toronto-begins-head-coach-search-john-herdman-resignation,"Sat, 30 Nov 2024 17:35:56 EST",Toronto FC are the latest MLS team searching for a head coach following the resignation of John Herdman on Friday.,Failed to fetch content
www.espn.com - TOP,Van Nistelrooy watches on as Leicester thrashed,https://www.espn.com/soccer/report/_/gameId/704402,"Sat, 30 Nov 2024 17:06:16 EST","Brentford's Kevin Schade bagged a hat-trick, plus set up a fourth goal, as Thomas Frank's men beat Leicester City 4-1 on Saturday.",Failed to fetch content
www.espn.com - TOP,Andrew Luck as Stanford's GM? What it means for the Cardinal and college football,https://www.espn.com/college-football/story/_/id/42698084/andrew-luck-stanford-gm-means-cardinal-college-football,"Sat, 30 Nov 2024 14:03:53 EST","Stanford's legendary quarterback is returning to school as the Cardinal's GM. What does it mean for Luck, the team and the future of college football?",Failed to fetch content
www.espn.com - TOP,CFP rankings release: See how the new top 25 affected the bracket,https://www.espn.com/college-football/story/_/id/42630154/college-football-playoff-2024-byes-bracket-new-top-25,"Tue, 26 Nov 2024 20:49:14 EST",A first look at the new bracket based on the College Football Playoff committee's fourth set of rankings.,Failed to fetch content
www.espn.com - TOP,"Feast Week guide: Can ranked Purdue avoid UConn, Gonzaga fates?",https://www.espn.com/mens-college-basketball/story/_/id/42591973/mens-college-basketball-feast-week-games-guide-watch-duke-kansas-alabama-houston,"Sat, 30 Nov 2024 11:36:43 EST","As Feast Week enters the final stretch, can ranked teams (Purdue, Ole Miss) finish with wins? Plus, recap how UConn, Gonzaga, others fell in the week's tournaments.",Failed to fetch content
www.espn.com - TOP,"NFL Week 13 props that pop: Big day for Stafford, Buccaneers backs?",https://www.espn.com/espn/betting/story/_/id/42647559/2024-nfl-season-betting-odds-daniel-dopp-liz-loza-football-props-pop-week-13,"Sat, 30 Nov 2024 16:56:28 EST","Liz Loza and Daniel Dopp look at Week 13 and offer their favorite prop bets, including a Mathew Stafford play and a pair of Tampa Bay running back picks.",Failed to fetch content
www.espn.com - TOP,"Here's why time ran out on Matt Eberflus' Bears tenure, and what's next",https://www.espn.com/nfl/story/_/id/42666237/nfl-bears-matt-eberflus-coach-fired,"Sat, 30 Nov 2024 16:16:32 EST",The clock management fiasco at the end of Thursday's loss in Detroit sealed Eberflus' fate.,Failed to fetch content
www.espn.com - TOP,"Transfer rumors, news: Man City could stop Chelsea, Man United signing Delap",https://www.espn.com/soccer/story/_/id/42684356/transfer-rumors-news-manchester-city-ipswich-town-liam-delap-man-united-chelsea,"Sat, 30 Nov 2024 16:18:09 EST","Manchester City will reportedly look to re-sign Ipswich Town's Liam Delap. Transfer Talk has the latest news, gossip and rumors.",Failed to fetch content
www.espn.com - TOP,How late bloomer Gyökeres became Europe's most-wanted striker,https://www.espn.com/soccer/story/_/id/42622736/how-late-bloomer-viktor-gyokeres-became-europes-hottest-striker,"Sat, 30 Nov 2024 16:18:10 EST","Viktor Gyökeres, 26, was playing in England's second tier 18 months ago. Now he's wanted by Europe's elite.",Failed to fetch content
"Deadspin > Sports News Without Fear, Favor or Compromise",Stanford football names alum Andrew Luck its GM,https://deadspin.com/stanford-football-names-alum-andrew-luck-its-gm/,2024-11-30T16:17:27.714Z,"Stanford has done what the Indianapolis Colts couldn't do. Lure Andrew Luck out of retirement.,The university announced Saturday that Luck has been na","Stanford has done what the Indianapolis Colts couldn't do. Lure Andrew Luck out of retirement. The university announced Saturday that Luck has been named the general manager of Stanford football, effective immediately. He will oversee all aspects of the program at his alma mater. ""I am a product of this University, of Nerd Nation; I love this place,"" Luck, 35, said in a team news release. ""I believe deeply in Stanford's unique approach to athletics and academics and the opportunity to help drive our program back to the top. Coach (Troy) Taylor has the team pointed in the right direction, and I cannot wait to work with him, the staff, and the best, brightest, and toughest football players in the world."" Luck was with the Cardinal from 2008-11, leading the team to a 31-7 record as its starting quarterback after taking a redshirt in his first season. Before becoming the No. 1 overall pick of the 2012 NFL Draft by the Colts, Luck finished second in Heisman Trophy voting twice (2010-11) and won the Maxwell Award, Walter Camp Foundation Player of the Year Award and Johnny Unitas Golden Arm Award following the 2011 season. Indianapolis pushed future Hall of Fame member Peyton Manning aside to make room for Luck, who was a four-time Pro Bowl selection in six seasons before shocking the Colts and retiring just before the 2019 season. Luck earned his bachelor's degree in architectural design in 2012 and 11 years later, his master's in education., from Stanford. ""Andrew Luck exemplifies the Stanford student-athlete,"" said Jonathan Levin, Stanford's president. ""I'm excited he's returning to campus to help lead our football program and ensure that our student-athletes achieve excellence in the changing collegiate athletics environment."" Luck be counted to work with Taylor, who will enter his third year as head coach in 2025, on recruiting and roster management. In addition, he'll run much of the business side of things, including fundraising, sponsorships, alumni relations and student-ahtlete support. ""He also brings a deep understanding of the college football landscape and community, and an unparalleled passion for Stanford Football,"" athletic director Bernard Muir said. ""I could not think of a person better qualified to guide our football program through a continuously evolving landscape, and I am thrilled that Andrew has agreed to join our team. This change represents a very different way of operating our program and competing in an evolving college football landscape."" Stanford finished the 2024 season on Friday with a 34-31 loss to San Jose State. The Cardinal were 3-9 overall and 2-8 as a first-year member of the Atlantic Coast Conference. --Field Level Media Copyright 2024"
"Deadspin > Sports News Without Fear, Favor or Compromise","Kansas City Chiefs Clutch Up, Las Vegas Raiders Collapse: A Tale as Old as Time",https://deadspin.com/kansas-city-chiefs-clutch-up-las-vegas-raiders-collapse-a-tale-as-old-as-time/,2024-11-30T16:09:36.513Z,"The Kansas City Chiefs came up clutch in their victory against the Las Vegas Raiders, who completely collapsed late in the game, and that's the story","The Kansas City Chiefs would seem to have already used five years of good luck this season, but the football gods just keep delivering more. The Chiefs didn't wait until the last play to get their good fortune this time, but a botched snap by the Los Angeles Raiders on Friday and a recovery by the Chiefs with 11 seconds left qualifies as another stunning dose. The Raiders were at the Kansas City 32-yard line and in position to attempt a go-ahead field goal when the Chiefs again received late-game magic. That 19-17 escape marked Kansas City's ninth victory by single digits this season—a new NFL record. Five of Kansas City's victories have been determined on the final play of the game: two made field goals, one rushing touchdown in overtime, one blocked field goal and one opponent touchdown overturned. Now they get this latest win where Raiders center Jackson Powers-Johnson unexpectedly snapped the ball. It caromed off the upper right arm of quarterback Aidan O'Connell, and the Chiefs' Nick Bolton recovered it to leave Las Vegas stunned and make Kansas City (10-1) the first team to clinch a playoff spot. Kansas City blew a 16-3 lead against the lowly Raiders (2-10), who scored two touchdowns to move ahead before the Chiefs got a go-ahead field goal from Matthew Wright. Five days earlier, the Chiefs blew a 14-point lead against the horrid Carolina Panthers before needing a field goal as time expired to win. So we're seeing that Kansas City isn't a formidable team. Star quarterback Patrick Mahomes said the Chiefs need to get better. I think we all agree with him. Not to be forgotten is that Kansas City wobbled a lot last season. After their Week 10 bye, the Chiefs lost four of their next six games to fall to 9-6, and people were wondering what was wrong. Kansas City finished 11-6 and beat the Miami Dolphins in the wild-card round when the temperature was minus-4 (feels like minus-27) at kickoff. Then it won road games against the Buffalo Bills and Baltimore Ravens before notching an overtime victory over the San Francisco 49ers. So after 'what's wrong with the Chiefs?' was the big late December question, these guys rallied to win the whole darn thing. That makes it difficult to assess the current Chiefs. They are playing a lot of close games and also playing down to the competition. But only the powerful Buffalo Bills have beaten them. As for the Raiders (2-10), they lost their eighth straight game since beating the Cleveland Browns on Sept. 29. Las Vegas has lost five games by double digits during the stretch, and the one place where Friday's loss helps is that it improves the chances of gaining the No. 1 overall pick in the 2025 NFL Draft. Quarterback Aidan O'Connell was back after breaking his right (throwing) thumb in Week 7 against the Los Angeles Rams. He fared well by throwing for two touchdowns and a career-high 340 yards. With Gardner Minshew (collarbone) done for the season, the Raiders need to study O'Connell the rest of the campaign so they can make this decision: Is he our quarterback of the future, or do we need to find one? There are certainly things to like about O'Connell. When the Raiders were down 13 points, this game could have gotten away fast. But O'Connell picked up his play and made some big-time throws. Rookie tight end Brock Bowers caught 10 passes for 140 yards and he is a definite future star. But looking at the total picture, this is a miserable season for Las Vegas. The Raiders even lost at home by 14 points to the Panthers. You have to wonder if coach Antonio Pierce will keep his job. He did a good job last season by going 5-4 after taking over, but there isn't much good to dig up this time around. Perhaps he deserves a second full season out of fairness, but you know what can happen when keeping a coach out of charity? Another double-digit loss season. On Friday, that was a game the Raiders were in position to win. Then snap—it wasn't. Copyright 2024"
"Deadspin > Sports News Without Fear, Favor or Compromise",Avalanche acquire G Scott Wedgewood from Predators,https://deadspin.com/avalanche-acquire-g-scott-wedgewood-from-predators/,2024-11-30T16:07:41.437Z,The Colorado Avalanche acquired Scott Wedgewood from the Nashville Predators on Saturday in exchange for fellow goaltender Justus Annunen and a sixth-,"The Colorado Avalanche acquired Scott Wedgewood from the Nashville Predators on Saturday in exchange for fellow goaltender Justus Annunen and a sixth-round pick in the 2025 NHL Draft. Wedgewood, 32, is 1-2-1 with a 3.69 goals-against average and an .878 save percentage in five games (four starts) this season. He is in the first season of a two-year, $3 million contract. Wedgewood has posted a 49-50-23 record with a 3.01 GAA and .905 save percentage in 135 career games (118 starts) with the New Jersey Devils, Arizona Coyotes, Dallas Stars and Predators.  Annunen, 24, is 6-4-0 with a 3.23 goals-against average and .872 save percentage in 11 games (nine starts) this season. He has posted a 16-9-2 record with a 2.81 GAA and .902 save percentage in 29 career games (24 starts) with the Avalanche.  --Field Level Media Copyright 2024"
"Deadspin > Sports News Without Fear, Favor or Compromise","Week 14 College Football Betting Picks, Predictions for November 30, 2024",https://deadspin.com/week-14-college-football-betting-picks-predictions-for-november-30-2024/,2024-11-30T16:03:11.363Z,"November 30th's college football slate gives us a juicy array of bets to choose from, these are our top betting picks for Week 14 of the college footb","The 2024 edition of Rivalry Saturday takes on a new look, combining tradition that has shaped college football for decades with the stakes of the unprecedented 12-team College Football Playoff. Three games featuring at least one team chasing a Playoff berth offer intriguing bets for this final Saturday of a historic season. The Palmetto State rivalry returns to Death Valley for the first time since arguably the most stunning entry in modern times of this 128-year-old series. In 2022, the Gamecocks scored their first win over the Tigers since 2013 while also handing Clemson its first home loss since 2016. A key difference between the defeats that bookended Clemson’s 40 straight home wins, however, was that falling to Pitt in 2016 served as a prelude to the Tigers’ first national championship under Dabo Swinney. The loss to South Carolina two years ago, on the other hand, dashed Clemson’s Playoff hopes. The 31-30 loss also set off a stretch that wiped out Clemson’s previously held air of invincibility. Giving South Carolina a receipt in the Gamecocks’ return to Death Valley may not restore Clemson to its latter-half 2010s dominance, but it would presumably land the Tigers back in the playoffs—while denying South Carolina a possible spot in the field. The South Carolina rush defense is statistically the best Clemson will have faced. However, the Tigers' defense, with its ability to generate turnovers, promises to be an equalizer, capable of giving Clemson favorable field position. In losses, South Carolina has committed multiple turnovers, averaging three in those games. With 20 total takeaways, Clemson ranks among the best turnover-generating defenses in the nation—including generating seven over the Tigers’ ongoing, three-game winning streak. Look for a few key takeaways to play a central role in Clemson avenging its 2022 defeat and positioning itself for a Playoff berth. $100,000 Daily Race Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  Regular promotional offers on site Sign up now and claim any of the offers available on site For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Second Chance Bonus Bet up to $250 Sign up now to claim the bonus For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Bet $5 get $150 of Bonus Bets Instantly Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  25,000 SC Weekly Raffle Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  A late-season switch at quarterback from Miller Moss to Jayden Maiava preceded USC winning a pair of one-score games over Nebraska and UCLA, after one-possession decisions had vexed the Trojans much of the season. The vibe shift that accompanied the change in quarterbacks saved USC’s bowl aspirations. But it may not be enough to put the Trojans into yet another one-score game with rival Notre Dame visiting Los Angeles, aiming to put an exclamation point on its Playoff resume. Since a staggering loss to Northern Illinois in Week 2, the Fighting Irish have won 8 of 9 games by 18 points or more, thanks to a combination of stifling defense and methodical offense. The one-two punch of Jeremiyah Love and Riley Leonard carrying the ball complements a defense that’s strong against the run (3.5 yards allowed per carry) and downright incredible against the pass. The Fighting Irish have 15 interceptions and have allowed just six touchdown passes this season, capitalizing on a multifaceted and steady pass rush. Maiava, who started slow in both of his previous two starts—including throwing a pick-six against Nebraska before settling in for three passing scores—cannot afford another slow start against the opportunistic Irish. While USC is just a handful of scores away from playing for the Playoff itself, Notre Dame is an especially difficult matchup for a Trojans team with an inconsistent offense. $100,000 Daily Race Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  Regular promotional offers on site Sign up now and claim any of the offers available on site For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Second Chance Bonus Bet up to $250 Sign up now to claim the bonus For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Bet $5 get $150 of Bonus Bets Instantly Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  25,000 SC Weekly Raffle Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  It’s never a good idea to label anything in college football as a guarantee. However, for those who have followed the sport long enough, the closest thing to a guarantee anyone can make is that the final weeks of the regular season will bring an earth-shattering result. Week 14 offers a few possibilities involving teams currently in position to land a Playoff bid, including Texas facing historic rival Texas A&M for the first time since 2011. Bettors looking to go for the gusto in the final week of the regular season might consider Syracuse hosting Miami. The former Carrier Dome has been home to plenty of shocking upsets over the years, including in recent seasons. While those results have no bearing on a 2024 matchup, the atmosphere of the Dome itself plays a part in rattling visitors. More pertinent to this ACC contest, however, is that 10-1 Miami’s defense has allowed five conference opponents to score more than their season averages. While that hasn’t cost the Hurricanes often, it has made for some too-close-for-comfort wins. Syracuse should cover the number at +11 across a variety of books. If Kyle McCord settles in and his talented corps of top-three pass catchers—Trebor Pena, Jackson Meeks, and Oronde Gadsden II—find favorable matchups against the Hurricanes' defense, the Orange can dramatically alter the Playoff forecast with an outright win. $100,000 Daily Race Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  First Bet Safety Net $1000 or Bet $5 & Get $150 Sign up now and get the choice of two incredible offers. New Customers Only. Deposit required. Paid in Bonus Bets. Bonus Bets wager excluded from returns. T&Cs, time limits and exclusions apply.  Regular promotional offers on site Sign up now and claim any of the offers available on site For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Second Chance Bonus Bet up to $250 Sign up now to claim the bonus For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Bet $5 get $150 of Bonus Bets Instantly Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  25,000 SC Weekly Raffle Sign up now to claim For help with a gambling problem, call or text the NCPG - (1-800-522-4700)  Copyright 2024"
"Deadspin > Sports News Without Fear, Favor or Compromise",Sharks look to ride youth movement in rematch vs. Kraken,https://deadspin.com/sharks-look-to-ride-youth-movement-in-rematch-vs-kraken/,2024-11-30T14:17:59.696Z,"It would appear the San Jose Sharks' future is in good hands.,Macklin Celebrini, the No. 1 overall pick in this past summer's NHL draft, and Will Smit","It would appear the San Jose Sharks' future is in good hands. Macklin Celebrini, the No. 1 overall pick in this past summer's NHL draft, and Will Smith, the No. 4 overall selection in 2023, each had a goal and an assist as the Sharks defeated the Seattle Kraken 8-5 in a Black Friday matinee. The Pacific Division rivals will complete their home-and-home series Saturday night in Seattle. Celebrini has four goals over the past three games and Smith put together his third straight multi-point effort (two goals, four assists), as the Sharks improved to 2-2-1 over their past five contests. Celebrini became the second 18-year-old in franchise history to score in at least three consecutive games. Jeff Friesen tallied in five in a row in 1994-95. The offensive output was San Jose's largest since an 8-2 victory against Philadelphia on Oct. 9, 2018. It came two games after a 7-2 victory against visiting Los Angeles on Monday. The Sharks' Ethan Cardwell, playing in his fourth game, added his first NHL goal. Cardwell converted a wrist shot from the top of the left faceoff circle at 7:37 of the third period to give San Jose a two-goal cushion. ""I think I blacked out there for a minute,"" Cardwell said of his goal. ""It was an awesome moment, everything I dreamed of. To have a crowd go crazy like that and see all the boys' excitement to come to the bench made it all that much worth it."" Klim Kostin, moved up in the lineup, added a Gordie Howe hat trick -- a goal, assist and fight -- for San Jose. ""I didn't expect (to play with Mikael Granlund and Smith) when I go to the rink,"" Kostin said. ""When I saw the lineup, I was like, ‘Hey man, you gotta take that opportunity to prove yourself that you can play hockey.'"" Still, Sharks coach Ryan Warsofsky didn't seem completely pleased. ""It was whoever wanted to play defense would probably win the hockey game,"" Warsofsky said. ""(There are) some things we got to look at and be better for (Saturday)."" Kraken coach Dan Bylsma paused and chose his words carefully when asked a question in a postgame news scrum. ""The finishing statement will be that we gave them a lot of opportunities to demonstrate their skill,"" Bylsma said. The Kraken received two power-play goals from Shane Wright, the No. 4 pick in the 2022 NHL Draft, and Chandler Stephenson added a goal and two assists. Oliver Bjorkstrand had one goal and one assist but netminder Philipp Grubauer stopped just 19 of 26 shots to drop to 1-7-0 this season. ""Just not the type of game we want to get into,"" said Wright, who has five points (three goals, two assists) in three games since returning to the lineup after spending three contests as a healthy scratch. ""Any time you give up eight goals, it's not going to end well for you.""  Bjorkstrand said the Kraken are intent on bouncing back Saturday. ""We have something to prove,"" Bjorkstrand said. ""It's going to be a statement game, that we're not going to have very many of these."" --Field Level Media Copyright 2024"
